Age,Income,Children,Tenure,Outage_sec_perweek,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Gender_Male,Gender_Nonbinary,Marital_Married,Marital_NeverMarried,Marital_Separated,Marital_Widowed
27,12211.88,2,1.887597,12.2056,0,0,1,1,0,0,1,0,1,1,0,7,7,7,5,5,7,5,7,1,0,0,1,0,0
76,82481.35,0,6.592291,17.1044,0,0,0,0,0,0,0,0,0,1,0,5,6,6,6,7,5,6,6,0,0,1,0,0,0
86,59196.24,1,4.154665,8.270133,0,1,0,1,0,0,0,0,1,0,1,5,5,7,4,5,6,6,5,0,0,0,0,0,1
77,25859.59,0,10.42248,7.868103,0,0,1,1,1,0,0,0,0,1,0,6,7,7,6,5,6,7,5,0,0,0,0,0,0
44,13836.46,3,5.65315,12.19131,0,1,0,1,0,0,0,0,1,0,0,6,5,5,7,5,6,4,6,1,0,0,1,0,0
22,91563.15,3,2.647286,11.94875,0,0,0,1,0,0,0,0,0,0,1,6,5,5,7,5,6,7,7,0,0,0,0,0,0
67,61117.27,4,10.573,10.46827,0,0,0,1,0,1,0,1,0,0,0,6,7,7,6,4,6,5,5,0,0,1,0,0,0
58,14656.97,3,10.36378,7.353482,0,0,0,1,1,1,0,0,0,0,0,7,5,6,5,6,6,6,4,0,0,0,0,0,1
48,81945.11,2,5.814507,4.736819,0,1,1,1,1,0,1,1,1,0,0,6,4,6,5,7,4,4,5,0,0,0,0,0,1
85,47066.46,7,19.94322,10.93225,0,1,0,1,0,1,0,1,0,0,0,6,5,7,7,4,7,7,6,1,0,0,0,0,1
83,17786.67,2,12.63051,9.332735,0,1,0,1,0,0,0,0,0,0,1,5,4,4,6,5,5,6,7,1,0,1,0,0,0
34,22447.98,1,3.988032,10.72646,0,1,1,1,1,0,0,1,0,1,0,4,6,5,5,5,5,6,5,0,0,1,0,0,0
52,37438.69,1,2.459304,10.95022,0,1,1,1,0,1,0,0,0,1,1,5,4,4,5,5,4,6,5,0,0,0,0,1,0
69,18370.06,0,5.877819,5.139013,1,0,0,1,1,1,0,1,0,0,0,5,5,5,6,6,5,6,6,0,0,0,0,0,1
32,11091.57,1,3.850863,7.74801,1,0,1,1,0,0,0,0,0,0,1,5,5,6,6,7,5,6,6,0,0,0,0,1,0
53,45396.13,0,17.62624,8.011715,0,1,1,1,1,0,0,1,1,0,1,8,7,8,6,6,8,7,6,0,0,0,0,0,0
83,125288.6,2,2.026825,11.55733,1,1,0,1,0,0,0,1,1,0,1,5,6,5,4,7,5,4,4,0,0,0,0,1,0
88,47792.78,4,2.735806,9.011614,1,0,0,1,1,0,0,0,1,1,0,4,5,7,5,5,6,5,5,1,0,0,1,0,0
77,70094.06,0,5.131207,13.60726,0,0,1,1,0,0,0,0,0,0,0,5,5,5,4,7,4,6,5,0,0,1,0,0,0
82,43447.28,1,11.25684,5.443862,0,1,1,1,0,0,0,1,0,1,1,5,4,5,5,5,4,5,6,0,0,0,0,1,0
23,21308.46,3,10.52866,10.02203,0,0,0,1,0,0,1,0,0,0,0,6,6,6,5,6,7,4,8,1,0,0,0,0,1
79,12547.26,0,8.596278,8.426711,0,1,0,1,1,0,1,0,1,1,0,6,6,6,8,6,5,5,4,1,0,0,0,1,0
67,29318.96,3,4.618962,14.74096,0,0,0,1,1,1,0,1,0,1,0,7,5,7,6,6,6,6,6,1,0,0,0,0,1
26,25502.9,3,5.606293,8.709293,0,0,0,1,1,0,0,0,0,0,0,7,6,6,6,3,8,7,7,1,0,0,0,0,0
31,88981.56,1,18.67357,1.276438,0,1,1,1,1,0,0,1,0,1,0,6,5,7,6,6,6,8,7,0,0,0,0,1,0
78,41521.95,5,6.941165,8.8086,0,1,0,1,1,0,0,1,0,0,0,4,5,5,3,6,5,4,5,0,0,0,0,0,0
78,938.81,0,10.91791,10.48756,0,1,0,1,1,0,0,1,0,1,0,6,6,7,4,6,6,6,6,1,0,0,0,0,0
58,51755.55,2,7.33513,7.527191,0,0,1,1,1,0,0,0,0,0,0,6,5,5,6,6,6,6,7,0,0,0,1,0,0
39,23042.88,7,5.062073,10.52017,0,0,0,1,0,0,0,0,1,0,0,5,4,4,6,5,6,6,6,0,0,1,0,0,0
36,98147.26,3,24.79814,8.776288,0,0,0,0,0,1,1,0,0,0,0,6,5,4,5,5,4,6,6,0,0,0,0,1,0
22,58006.93,1,10.31681,12.05053,0,0,1,1,0,0,1,0,1,0,0,6,6,5,5,6,6,6,5,0,0,0,0,0,1
40,17275.92,1,2.395742,9.099318,0,0,1,0,0,0,0,1,0,1,0,4,5,4,7,6,5,5,4,0,0,0,1,0,0
32,44106.66,4,13.70911,13.34936,0,0,0,1,1,0,0,0,0,0,0,4,4,4,5,7,4,5,4,1,0,0,1,0,0
82,29556.6,0,9.102322,8.367848,0,0,0,1,1,1,1,0,0,0,0,6,5,5,5,6,5,4,4,0,0,0,1,0,0
64,52638.57,4,1.60558,7.121593,0,0,0,1,1,1,1,0,0,1,1,4,4,4,4,7,5,5,6,1,0,0,0,0,1
22,26998.56,0,26.10713,14.63594,0,1,0,1,1,1,0,0,0,1,0,6,6,6,7,5,6,8,8,1,0,0,0,0,1
59,11109.83,2,8.450712,10.46768,0,1,1,1,0,0,0,0,0,1,1,6,6,6,6,5,7,5,6,1,0,1,0,0,0
79,86060.95,3,12.3548,13.53186,0,0,0,1,0,0,1,1,0,1,1,5,5,5,5,5,6,5,5,1,0,0,0,1,0
41,60646.06,0,4.892174,17.44644,0,1,0,1,0,1,0,1,0,1,0,5,5,5,5,7,6,5,5,1,0,0,1,0,0
50,7826.14,0,2.586551,6.754316,0,1,0,1,0,0,1,0,0,1,1,6,6,6,4,5,5,5,7,0,1,0,0,0,1
27,49626.73,3,9.175977,14.07334,0,1,0,0,0,0,1,1,1,0,1,6,6,6,6,6,6,7,7,1,0,0,0,1,0
44,62383.84,3,6.311363,0.9003326,0,1,0,1,0,0,1,0,0,0,1,6,5,5,7,4,6,6,6,0,1,0,0,0,1
82,52312.84,3,7.27652,3.075427,0,0,1,1,1,0,0,0,0,1,1,5,5,4,6,5,6,4,7,1,0,1,0,0,0
76,32125.5,0,3.226415,16.15631,0,1,0,1,0,0,1,0,0,0,1,4,6,5,5,6,3,5,5,1,0,0,0,0,0
73,50730.53,0,2.980706,14.22008,1,1,1,1,0,0,1,0,1,0,1,5,5,5,4,6,3,4,5,0,0,0,0,1,0
69,24641.27,4,6.783568,13.25877,1,0,0,1,1,1,0,0,0,0,1,8,7,6,6,6,6,6,5,1,0,0,0,1,0
24,29303.95,4,5.648594,3.929938,0,0,0,1,1,1,1,0,0,1,0,6,7,7,6,4,7,8,6,1,0,0,0,0,1
83,12711.69,3,6.184958,21.20723,0,0,1,1,1,1,1,1,0,0,1,5,4,5,5,5,6,5,5,1,0,0,0,0,0
36,28799.35,0,23.40043,11.44896,0,0,0,0,1,0,0,1,0,1,0,5,4,5,7,5,5,6,6,1,0,0,0,1,0
39,100585.1,3,4.109741,11.01403,0,1,1,1,1,0,0,1,0,0,0,5,4,5,6,6,5,6,6,0,1,1,0,0,0
53,68697.59,2,3.479316,9.186841,0,1,0,1,0,0,0,0,1,1,1,5,4,5,5,5,6,5,6,1,0,0,1,0,0
75,24385.38,1,1.743805,11.77549,0,0,0,1,1,0,1,1,1,1,1,4,3,4,7,6,6,6,6,1,0,0,0,1,0
41,77706.42,0,23.38469,11.85505,0,1,0,1,1,0,0,1,1,1,1,4,5,4,6,5,5,5,4,0,0,0,0,0,0
61,26393.26,3,16.19111,9.238425,1,1,0,1,1,0,0,0,0,1,1,5,6,4,6,6,5,5,5,1,0,0,0,0,1
45,26053.32,0,14.10279,11.25811,0,1,1,1,1,0,0,1,1,0,1,4,3,4,5,5,4,4,4,1,0,0,0,0,0
82,28423.59,1,5.102617,2.478962,1,0,0,1,0,1,0,1,0,1,0,6,7,5,6,5,5,7,7,0,0,0,0,0,0
87,3168.14,2,4.61822,13.6307,0,1,1,1,0,0,1,0,0,0,1,5,5,5,6,6,6,5,4,0,0,0,0,0,0
54,36821.9,2,1.474087,13.84738,0,0,1,1,0,1,1,0,0,1,1,6,7,7,6,4,6,6,5,0,0,1,0,0,0
20,2246.27,8,7.874401,7.662995,1,0,1,1,0,1,1,1,0,0,1,6,5,7,5,5,6,6,5,1,0,0,1,0,0
49,46328.01,2,2.885895,4.370972,0,1,1,1,1,0,0,1,0,0,0,4,3,3,5,6,4,6,4,0,0,0,0,0,0
53,35207.0,1,19.48432,6.636853,0,0,1,1,0,0,0,0,0,1,1,6,5,7,4,7,6,6,5,0,0,0,0,1,0
75,47915.97,0,1.203982,8.648062,0,0,0,1,0,1,0,0,0,1,0,5,5,5,7,5,6,5,4,0,0,0,0,0,1
57,11121.39,3,4.073125,8.962651,1,0,0,0,1,0,1,1,1,1,1,7,6,7,6,5,5,6,5,1,0,0,0,0,1
67,39149.61,0,4.784022,10.34257,0,0,0,1,0,0,0,1,0,0,0,6,7,7,4,8,7,7,5,1,0,0,0,0,0
68,12114.71,1,11.66425,7.95348,0,0,0,1,0,0,0,1,0,0,1,5,4,4,3,7,5,4,6,0,0,1,0,0,0
85,107570.9,0,1.063338,12.70753,0,1,0,1,1,1,0,0,1,1,1,5,6,5,6,4,6,6,5,0,0,0,1,0,0
50,25598.66,0,1.070145,9.390076,0,1,0,1,1,0,1,0,1,1,0,7,8,7,8,5,6,6,7,1,0,0,1,0,0
41,25223.93,2,9.664222,11.87416,1,0,0,0,1,0,0,0,0,1,1,7,6,7,6,5,5,6,6,0,1,1,0,0,0
60,31574.68,4,3.921335,5.49158,1,0,0,1,1,0,1,0,1,1,0,4,4,5,7,4,5,5,5,0,0,0,0,1,0
89,33406.38,0,8.925564,9.677547,1,0,0,0,0,0,1,1,1,1,0,4,5,5,6,6,5,3,5,0,0,0,0,0,0
80,12155.81,0,7.610924,10.51222,0,1,0,1,0,1,1,1,0,0,0,5,6,6,5,5,5,5,5,0,0,1,0,0,0
60,25939.02,2,11.59641,8.084497,0,1,0,1,0,1,0,0,0,0,1,6,6,5,5,6,6,4,6,0,0,0,0,0,0
72,18774.29,0,5.540815,10.4476,0,1,0,1,1,0,1,1,0,0,1,4,4,5,6,6,5,6,4,0,0,0,0,1,0
23,55241.85,1,5.527407,9.205984,0,1,0,1,0,1,0,1,1,0,1,4,4,6,6,4,6,6,5,1,0,0,0,0,0
40,24810.37,0,14.93552,10.52577,1,1,1,1,0,1,1,1,1,0,1,5,6,6,7,4,6,7,7,0,0,1,0,0,0
30,39034.91,0,2.106961,16.34933,0,1,1,1,0,0,0,1,0,1,0,6,8,8,5,5,6,6,5,1,0,1,0,0,0
24,38136.49,0,8.11277,11.94896,0,1,1,1,1,1,1,0,1,1,0,6,7,7,5,5,5,6,5,0,0,0,0,0,0
30,31817.36,6,1.923729,11.48473,0,1,0,1,0,1,1,0,1,0,0,6,8,6,5,5,6,5,4,0,0,0,0,0,0
21,5853.02,6,3.542704,11.25133,0,1,0,1,0,1,0,0,1,0,0,4,5,5,7,4,6,5,5,0,0,0,0,0,1
76,48206.11,0,4.192662,8.583463,0,0,1,0,1,0,1,1,0,1,0,6,6,5,4,6,5,5,6,0,0,0,1,0,0
56,54715.58,2,16.61624,13.86094,0,0,1,1,0,1,1,0,0,1,1,4,4,4,7,4,4,5,5,0,0,0,0,0,0
33,41130.54,3,14.91353,10.38794,0,0,0,1,1,1,1,0,1,1,0,6,4,5,5,6,5,6,6,0,0,0,0,1,0
25,12588.75,3,5.129202,5.710563,0,0,0,1,0,1,0,1,0,0,1,5,6,7,5,4,5,5,6,1,0,0,0,0,0
83,10048.03,1,3.817742,11.73569,0,1,1,1,0,1,0,0,1,1,0,5,4,5,7,4,6,5,5,0,0,0,1,0,0
34,37252.55,2,14.48515,5.023832,0,1,0,0,1,0,0,0,0,0,1,4,5,5,6,6,6,5,5,0,0,0,0,0,0
39,8330.58,3,19.39623,15.84283,0,0,1,1,1,0,1,1,1,1,1,5,4,4,6,7,4,4,5,0,0,0,1,0,0
80,60909.21,7,3.367927,5.981761,0,0,0,1,1,0,1,1,0,0,0,5,6,7,5,5,6,7,6,1,0,0,0,0,1
41,12021.28,8,9.031197,9.753602,0,0,0,1,0,0,1,0,1,0,0,5,5,6,5,6,5,6,6,0,0,0,0,0,1
62,55801.79,1,10.77389,15.00214,0,0,0,1,0,1,1,1,0,0,0,5,4,6,5,6,6,6,5,0,0,0,0,0,0
57,36057.73,0,8.526865,14.84998,0,0,0,1,1,0,0,0,0,0,1,4,4,5,6,6,5,5,5,0,0,0,0,0,1
69,86274.26,0,3.761516,9.824278,0,0,1,1,0,0,1,1,0,1,1,6,6,6,5,6,5,5,5,1,0,0,0,1,0
26,33554.09,1,10.1408,9.504751,1,1,1,1,0,0,1,1,1,0,1,7,6,6,6,7,5,5,6,1,0,0,0,1,0
59,31150.04,0,13.33556,10.259,0,0,0,0,1,0,0,0,0,0,1,5,6,5,6,5,7,5,6,1,0,1,0,0,0
83,56532.82,0,14.61254,8.887465,1,0,0,1,0,0,0,0,1,0,1,6,5,5,5,6,6,6,5,1,0,1,0,0,0
54,47991.88,0,4.098818,6.923717,0,1,1,1,1,1,1,0,0,0,1,7,6,6,7,4,7,7,6,0,0,0,0,0,1
49,21152.89,0,10.99657,11.98448,0,0,1,1,1,1,0,0,0,0,1,6,6,5,4,6,4,4,6,0,0,0,0,0,0
43,50673.99,1,8.361438,10.14014,0,1,0,1,1,1,1,0,0,0,0,6,6,8,7,5,5,4,6,1,0,0,1,0,0
40,16320.7,0,5.058557,10.43105,0,1,0,0,1,1,0,0,0,0,1,5,5,8,4,6,5,5,6,1,0,0,0,0,1
56,16374.21,2,4.816947,10.63058,0,1,0,1,0,0,0,1,0,1,0,5,6,6,5,5,5,5,5,1,0,0,0,1,0
82,17778.12,1,6.470869,12.99445,0,1,1,1,1,1,0,1,1,1,0,6,6,6,4,6,7,6,6,0,0,0,0,0,0
75,9479.49,4,9.079335,9.64554,0,1,0,1,0,0,1,1,0,0,0,6,6,6,6,6,5,7,5,0,0,0,0,1,0
22,86019.75,0,3.984772,6.989908,0,0,1,1,1,0,1,0,1,1,0,5,7,7,7,4,6,4,7,0,0,0,0,1,0
52,8122.26,0,17.13675,10.37913,0,1,0,1,1,0,0,0,0,1,0,6,5,6,7,6,7,7,6,1,0,1,0,0,0
19,19211.13,0,1.741247,11.94333,0,1,1,1,1,0,1,0,0,1,0,5,5,5,5,5,6,6,5,0,0,0,0,0,0
55,29711.39,3,2.011058,8.472127,0,1,1,1,1,1,0,0,0,0,1,7,6,6,4,6,5,5,6,0,0,0,0,0,1
77,9954.05,1,12.48694,11.17271,0,0,0,1,0,0,1,1,0,0,1,6,6,5,6,7,6,6,5,1,0,0,0,1,0
56,258900.7,0,8.870031,11.88644,0,0,1,1,0,0,0,1,1,1,1,5,6,5,4,6,6,4,7,1,0,0,0,0,0
25,105969.1,4,4.082591,17.26615,1,0,1,1,1,0,1,0,1,0,0,6,6,5,6,6,6,7,6,1,0,0,0,0,0
46,25227.46,0,18.9981,13.71428,0,0,0,1,0,0,0,1,0,1,1,4,5,5,5,6,6,6,6,0,0,0,0,1,0
80,60866.81,1,9.022068,9.527678,0,0,0,1,1,0,1,0,1,0,1,4,5,5,4,6,6,5,5,0,0,0,0,1,0
70,70716.07,0,13.99745,6.554147,0,1,0,1,1,0,1,1,0,0,0,6,6,6,6,5,7,6,8,0,0,0,1,0,0
71,115681.5,2,1.14019,11.09637,0,1,0,1,1,1,0,1,0,0,0,5,6,4,5,3,5,5,5,1,0,0,0,0,1
59,41302.92,3,6.322807,14.76788,0,1,0,1,0,1,0,1,1,1,1,5,5,6,6,6,6,5,5,0,0,0,0,0,0
76,15610.48,8,23.81965,14.47138,0,1,0,1,0,0,0,1,0,1,0,6,5,5,6,4,5,5,6,0,0,0,0,1,0
70,6119.53,2,1.31809,9.411397,0,1,0,1,0,0,0,0,0,1,0,7,6,6,5,8,5,4,6,0,0,0,0,0,0
32,56607.8,2,20.52789,11.78232,0,1,0,1,1,1,0,0,0,0,0,6,6,4,5,5,6,6,5,0,0,1,0,0,0
22,122756.3,10,14.86128,13.03545,1,1,1,1,0,0,0,0,0,0,0,3,5,5,4,7,5,5,5,1,0,0,1,0,0
36,66737.35,0,16.53241,8.88295,0,0,0,1,0,0,0,0,0,0,1,6,6,5,6,7,4,6,7,1,0,0,1,0,0
65,63033.65,0,3.402225,12.91437,0,1,0,1,1,1,0,0,0,1,1,6,6,6,6,5,7,6,6,0,0,0,0,1,0
88,9683.56,0,3.160399,13.87763,0,0,0,0,0,1,0,0,0,1,0,6,6,6,4,5,5,5,5,0,0,0,0,0,1
27,70424.63,0,9.658761,6.941126,0,1,1,1,0,0,0,0,1,1,1,6,6,6,6,5,5,7,6,0,0,1,0,0,0
19,39526.95,2,10.40415,10.32279,0,1,0,1,0,0,1,1,1,0,0,6,6,5,7,3,6,6,8,1,0,1,0,0,0
83,31355.16,1,13.92306,11.09997,0,1,0,1,1,0,0,0,0,0,1,4,4,6,5,5,5,5,6,0,0,1,0,0,0
70,22552.58,4,3.381603,8.540979,0,0,0,0,0,0,1,0,1,1,0,7,7,7,7,6,5,5,5,1,0,0,0,1,0
27,67600.28,1,7.218929,8.903042,1,0,0,1,1,0,1,1,1,1,0,7,7,5,7,6,6,7,7,0,0,0,0,0,1
48,53516.91,2,7.244015,5.905359,1,0,0,1,1,1,0,0,0,1,0,5,5,5,4,6,4,6,4,0,0,0,1,0,0
33,90633.74,4,4.072959,11.15366,1,0,0,1,1,0,0,0,0,1,1,6,4,6,6,5,6,6,6,1,0,1,0,0,0
27,47989.95,0,15.98922,10.73681,0,1,1,1,1,1,0,0,0,0,1,5,6,5,6,6,6,5,5,1,0,0,0,1,0
23,4308.47,1,2.337769,5.200129,0,1,0,1,0,0,0,0,0,1,1,7,6,5,6,4,7,7,6,0,0,1,0,0,0
69,13386.4,2,28.31929,9.541203,0,1,1,1,0,0,1,1,0,1,1,5,6,4,5,8,5,5,6,0,0,0,0,0,0
37,23757.46,2,7.816831,11.89332,0,1,1,0,1,0,1,0,0,0,1,5,4,4,5,6,4,5,3,0,0,0,0,1,0
74,29311.58,1,16.74543,14.0419,1,1,0,1,1,1,1,1,1,1,0,5,4,6,5,6,4,4,4,1,0,0,0,0,0
86,70250.39,1,5.321365,6.441951,0,1,0,1,1,0,0,0,1,0,0,4,4,6,6,6,5,5,4,1,0,0,0,1,0
43,23638.05,5,5.493065,7.073792,0,0,1,1,0,0,1,0,1,1,1,5,6,6,5,6,3,5,5,0,0,0,0,0,1
26,84681.03,0,3.606976,16.13377,0,0,1,1,0,0,0,1,1,1,1,5,5,5,6,4,4,6,6,0,0,0,0,0,1
23,2716.95,0,24.09793,11.58123,0,1,0,1,0,1,1,0,1,1,0,6,6,5,5,7,5,5,5,0,0,0,1,0,0
87,32855.22,1,11.32392,11.28659,0,1,0,0,0,0,0,1,1,0,0,5,5,6,4,7,4,5,6,0,0,0,0,1,0
61,84478.95,3,8.06514,10.43043,0,0,0,1,1,0,0,0,0,0,0,6,6,5,6,5,6,7,6,1,0,0,0,0,0
33,13106.6,1,3.30098,12.87327,0,1,0,1,0,0,0,0,0,0,1,6,6,6,5,5,5,6,6,1,0,0,0,1,0
21,51814.85,0,9.468306,12.20018,0,1,0,1,1,0,0,0,0,0,0,4,4,4,6,7,4,4,5,0,0,0,0,1,0
46,76134.13,3,1.52349,8.987011,0,1,0,1,1,1,0,1,0,0,1,4,5,4,5,6,6,5,5,0,0,0,0,0,1
51,54290.34,2,10.15451,12.09389,0,1,1,1,0,0,1,1,0,0,1,6,5,5,7,4,7,6,6,0,0,0,0,0,0
85,58516.37,1,6.418936,10.01688,0,0,0,1,1,0,0,1,1,1,1,4,5,4,4,7,4,5,4,1,0,0,1,0,0
79,45122.17,1,8.052952,15.59664,0,0,0,1,1,0,0,0,1,1,0,6,7,7,4,5,5,5,5,1,0,0,0,1,0
35,34110.17,0,9.688409,13.00941,0,0,0,1,1,0,1,1,0,0,1,5,5,5,5,6,5,4,6,1,0,0,1,0,0
56,14725.39,3,22.05456,3.363527,1,1,0,1,1,1,1,1,1,0,0,5,5,4,6,6,6,5,7,1,0,0,0,1,0
65,37261.82,0,4.164919,8.923032,0,1,0,1,0,0,1,0,0,1,0,6,4,5,6,4,6,5,6,0,0,0,0,1,0
73,44060.25,2,7.518447,9.531096,0,0,1,1,0,0,0,0,1,1,1,4,5,4,6,5,4,5,6,0,0,0,1,0,0
35,17995.63,2,6.602711,14.8479,1,1,0,1,0,0,0,0,1,1,1,5,5,5,5,7,4,5,6,1,0,1,0,0,0
35,72462.36,1,19.56071,12.22761,0,1,0,1,1,0,1,0,0,1,1,6,6,6,6,5,7,6,6,0,0,1,0,0,0
31,6827.15,2,5.458881,13.72064,0,1,1,0,0,1,1,1,1,0,0,6,6,6,5,6,7,5,7,0,0,0,1,0,0
50,37146.88,1,18.601,6.518242,0,1,1,1,1,1,0,1,1,1,1,6,5,4,6,6,6,6,5,1,0,0,0,1,0
45,41973.28,3,19.48354,10.61869,1,1,0,1,0,0,0,0,0,1,0,5,6,5,8,4,6,6,6,1,0,0,0,1,0
54,17429.01,3,9.274687,15.97282,0,0,1,1,0,0,1,0,0,0,1,7,7,7,6,6,6,6,6,1,0,0,0,1,0
37,13722.37,3,8.172776,9.098168,0,0,0,1,1,1,0,1,0,1,0,5,4,5,6,5,6,6,5,1,0,0,1,0,0
81,28181.92,1,14.55246,9.427912,0,0,0,1,0,1,0,0,1,1,0,6,6,5,8,4,7,7,7,1,0,0,0,0,1
74,11222.72,0,9.517804,7.228077,0,1,0,1,0,1,0,1,1,1,0,7,7,7,5,6,7,5,6,1,0,0,1,0,0
24,21966.39,1,1.649887,18.25245,0,0,1,1,1,0,0,1,1,0,0,6,7,6,6,4,6,5,7,1,0,0,1,0,0
25,49718.59,0,25.46342,7.839192,0,1,1,1,0,0,1,1,0,0,1,5,6,7,5,5,6,5,7,1,0,1,0,0,0
55,29622.06,0,12.69881,11.62614,0,1,0,1,0,1,1,1,0,1,0,6,7,7,7,5,6,6,6,0,0,0,1,0,0
62,37251.6,2,2.865504,12.9076,0,1,1,1,0,0,0,0,0,1,1,4,4,4,5,6,5,6,5,0,0,0,0,1,0
89,61571.39,4,4.661936,6.001994,0,0,0,1,0,0,0,0,0,0,1,4,5,6,3,7,4,4,5,0,0,0,0,0,0
77,10744.48,4,20.10599,13.3429,0,0,1,1,0,0,0,0,0,1,1,5,4,6,7,6,6,5,6,1,0,0,0,0,0
77,33654.79,0,7.633263,7.337524,0,0,0,1,0,1,1,0,0,0,1,7,7,7,8,5,7,6,6,1,0,0,0,0,1
57,38396.0,5,19.9534,13.0675,0,1,1,1,0,0,1,0,0,1,0,5,5,5,6,5,6,5,5,1,0,0,1,0,0
50,13226.92,3,2.141515,15.54324,0,0,0,1,1,1,1,1,0,1,1,7,7,6,4,5,6,6,5,1,0,0,0,0,1
35,46770.27,3,7.294292,10.5871,0,0,1,1,1,0,1,0,0,0,0,4,6,6,5,5,6,5,4,1,0,0,0,1,0
64,54315.92,2,14.69884,9.805529,0,0,0,1,1,0,0,0,1,0,0,5,5,5,4,6,6,6,6,0,0,0,0,0,0
79,31063.83,1,3.260154,8.289713,0,0,1,1,1,1,0,1,0,1,1,8,7,8,6,5,6,5,6,0,0,0,0,0,0
87,13470.92,0,15.05177,3.503782,0,0,0,1,0,1,1,0,1,0,0,5,5,5,5,6,5,4,5,0,0,0,0,1,0
57,114390.3,1,9.564915,9.85717,0,1,0,1,1,1,1,1,0,1,1,7,7,6,4,7,4,6,5,0,0,0,0,1,0
65,94296.35,0,3.23817,11.46299,0,0,0,1,1,0,0,0,0,0,1,6,7,5,6,6,6,6,6,0,0,0,0,1,0
38,66409.47,0,1.865935,7.716619,1,1,0,1,0,0,0,1,0,0,1,6,5,5,6,6,5,4,5,1,0,0,0,1,0
52,82955.59,4,15.10612,10.64343,0,1,0,1,0,1,0,1,0,0,0,7,6,6,5,7,5,5,7,1,0,0,0,1,0
83,41557.24,0,11.12611,7.930553,0,1,0,1,0,0,1,1,0,0,0,4,5,5,6,4,6,5,5,0,0,1,0,0,0
42,15762.73,4,14.40375,7.343718,1,0,0,0,1,1,0,0,1,1,1,4,5,5,7,4,5,4,4,1,0,1,0,0,0
76,54883.0,1,9.121337,12.81224,0,1,0,1,0,0,0,0,0,0,0,7,7,8,4,5,6,5,6,1,0,0,0,0,1
27,39224.01,1,1.11588,6.924097,0,1,0,1,1,1,1,0,0,1,1,8,7,7,5,5,6,6,6,0,0,1,0,0,0
37,88324.05,0,5.126165,8.128263,1,0,1,1,0,0,0,1,0,0,1,5,6,7,5,5,5,5,4,0,0,0,0,0,0
81,46472.71,4,13.61148,9.487624,1,0,1,1,1,1,1,1,1,1,0,4,4,5,6,7,5,5,4,0,0,0,0,0,1
45,114051.7,2,21.72968,6.807785,0,1,0,1,1,1,0,0,1,0,0,7,7,6,4,5,5,6,4,1,0,1,0,0,0
74,47866.24,0,7.283667,11.2053,0,0,1,1,0,0,1,0,0,1,1,7,7,7,5,6,6,6,5,0,0,1,0,0,0
37,47862.33,0,5.560793,11.63333,0,0,0,0,0,0,1,1,0,0,1,4,5,4,7,5,5,4,4,0,0,0,0,1,0
54,23513.12,2,6.246694,12.24838,0,0,0,1,0,0,0,0,0,0,0,4,4,4,5,7,4,4,4,1,0,0,1,0,0
24,2781.14,0,5.682535,13.17201,1,0,0,1,1,1,0,1,1,0,1,7,6,6,7,6,6,7,7,0,0,1,0,0,0
20,10325.85,2,4.51753,9.491469,0,0,0,1,1,0,0,1,0,1,1,4,5,4,6,6,4,5,4,1,0,1,0,0,0
40,58142.74,0,4.723073,11.84641,0,1,1,1,0,0,0,1,0,0,1,4,5,4,5,6,3,4,3,0,0,0,0,1,0
72,26965.24,2,3.656765,9.883011,0,1,1,1,0,1,1,1,0,0,1,6,5,6,5,7,6,5,6,1,0,0,0,0,0
79,22380.45,2,1.946824,10.94774,0,0,1,1,0,1,0,0,0,1,1,5,4,4,6,5,5,5,4,0,0,0,0,1,0
85,37525.01,4,5.111561,4.336065,1,0,1,1,1,0,1,1,1,0,0,4,4,5,4,6,4,5,4,0,0,0,0,1,0
72,12845.65,3,12.70316,10.63877,0,0,0,1,0,0,0,1,0,1,0,5,4,4,4,5,5,4,5,0,0,0,0,1,0
48,54174.87,0,1.347728,6.931743,0,0,0,1,0,0,0,1,0,0,1,8,6,7,5,7,4,5,5,0,1,0,0,1,0
33,38877.66,8,13.19063,7.194187,0,0,0,0,1,1,1,0,1,0,0,5,5,6,6,5,6,7,7,1,0,0,0,1,0
22,96925.17,1,21.42226,7.284511,0,0,1,1,1,1,0,0,1,0,0,7,7,8,6,8,6,5,5,1,0,0,1,0,0
23,130732.2,8,6.186286,4.999319,0,1,1,1,1,1,1,0,1,0,0,6,6,7,5,6,5,5,5,1,0,0,0,0,0
71,65207.61,1,3.922369,12.62228,0,1,0,1,0,0,0,1,1,1,0,7,7,6,6,6,7,7,5,0,0,0,1,0,0
78,65564.74,2,13.21733,6.33742,1,1,0,1,0,0,1,0,0,1,1,6,5,5,5,6,5,7,5,0,0,0,0,0,0
43,40034.32,9,9.938448,11.75929,0,1,0,1,0,0,0,1,0,1,0,6,6,6,4,7,5,5,6,0,0,1,0,0,0
52,42523.79,2,12.12501,10.2902,0,0,1,1,0,0,1,1,0,1,0,6,5,6,5,7,5,3,6,0,0,0,0,0,0
86,38499.66,1,15.10828,16.22846,0,1,1,0,0,0,0,1,1,1,1,6,6,5,4,7,5,5,5,1,0,0,0,1,0
